chrom	chromStart	chromEnd	name	EffectSize	strandPerturbationTarget	PerturbationTargetID	chrTSS	startTSS	endTSS	strandGene	EffectSize95ConfidenceIntervalLow	EffectSize95ConfidenceIntervalHigh	measuredGeneSymbol	measuredEnsemblID	guideSpacerSeq	guideSeq	Significant	pValue	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize25	PowerAtEffectSize50	ValidConnection	Notes
chr2	46986348	46987545	MSH2/MSH6|chr2:46986348-46987545:.	2.554	.	chr2:46986348-46987545:.	NA	NA	NA	+	NA	NA	MSH2/MSH6	ENSG00000095002.15/ENSG00000116062.18	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr2	48440406	48441214	MSH2/MSH6|chr2:48440406-48441214:.	2.584	.	chr2:48440406-48441214:.	NA	NA	NA	+	NA	NA	MSH2/MSH6	ENSG00000095002.15/ENSG00000116062.18	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr2	48111253	48112304	MSH2/MSH6|chr2:48111253-48112304:.	2.79	.	chr2:48111253-48112304:.	NA	NA	NA	+	NA	NA	MSH2/MSH6	ENSG00000095002.15/ENSG00000116062.18	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr2	47175627	47177035	MSH2/MSH6|chr2:47175627-47177035:.	3.495	.	chr2:47175627-47177035:.	NA	NA	NA	+	NA	NA	MSH2/MSH6	ENSG00000095002.15/ENSG00000116062.18	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr2	47570494	47571981	MSH2/MSH6|chr2:47570494-47571981:.	2.955	.	chr2:47570494-47571981:.	NA	NA	NA	+	NA	NA	MSH2/MSH6	ENSG00000095002.15/ENSG00000116062.18	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4704409	4704670	PCNA|chr20:4704409-4704670:.	2.751	.	chr20:4704409-4704670:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	5911126	5911906	PCNA|chr20:5911126-5911906:.	3.242	.	chr20:5911126-5911906:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	6052071	6052735	PCNA|chr20:6052071-6052735:.	2.847	.	chr20:6052071-6052735:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4249093	4249842	PCNA|chr20:4249093-4249842:.	2.692	.	chr20:4249093-4249842:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	5112821	5113595	PCNA|chr20:5112821-5113595:.	3.161	.	chr20:5112821-5113595:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4760486	4761348	PCNA|chr20:4760486-4761348:.	3.028	.	chr20:4760486-4761348:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4221298	4222072	PCNA|chr20:4221298-4222072:.	2.933	.	chr20:4221298-4222072:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4172153	4172791	PCNA|chr20:4172153-4172791:.	2.666	.	chr20:4172153-4172791:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	5610366	5611239	PCNA|chr20:5610366-5611239:.	2.687	.	chr20:5610366-5611239:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	6005736	6006471	PCNA|chr20:6005736-6006471:.	3.548	.	chr20:6005736-6006471:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4822643	4824017	PCNA|chr20:4822643-4824017:.	2.696	.	chr20:4822643-4824017:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4686246	4687437	PCNA|chr20:4686246-4687437:.	2.441	.	chr20:4686246-4687437:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr20	4148481	4149850	PCNA|chr20:4148481-4149850:.	3.286	.	chr20:4148481-4149850:.	NA	NA	NA	-	NA	NA	PCNA	ENSG00000132646.11	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr3	37998914	37999449	MLH1|chr3:37998914-37999449:.	3.228	.	chr3:37998914-37999449:.	NA	NA	NA	+	NA	NA	MLH1	ENSG00000076242.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr3	37175800	37176855	MLH1|chr3:37175800-37176855:.	2.503	.	chr3:37175800-37176855:.	NA	NA	NA	+	NA	NA	MLH1	ENSG00000076242.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr3	37860400	37861401	MLH1|chr3:37860400-37861401:.	2.585	.	chr3:37860400-37861401:.	NA	NA	NA	+	NA	NA	MLH1	ENSG00000076242.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr3	37242911	37243712	MLH1|chr3:37242911-37243712:.	3.189	.	chr3:37242911-37243712:.	NA	NA	NA	+	NA	NA	MLH1	ENSG00000076242.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr3	38024347	38025405	MLH1|chr3:38024347-38025405:.	2.564	.	chr3:38024347-38025405:.	NA	NA	NA	+	NA	NA	MLH1	ENSG00000076242.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6557645	6557735	PMS2|chr7:6557645-6557735:.	3.346	.	chr7:6557645-6557735:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5412964	5413361	PMS2|chr7:5412964-5413361:.	2.85	.	chr7:5412964-5413361:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5486761	5488068	PMS2|chr7:5486761-5488068:.	3.255	.	chr7:5486761-5488068:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5607061	5607714	PMS2|chr7:5607061-5607714:.	3.22	.	chr7:5607061-5607714:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5513400	5514161	PMS2|chr7:5513400-5514161:.	2.787	.	chr7:5513400-5514161:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6525977	6526746	PMS2|chr7:6525977-6526746:.	3.084	.	chr7:6525977-6526746:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5426774	5428241	PMS2|chr7:5426774-5428241:.	3.476	.	chr7:5426774-5428241:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6058597	6059412	PMS2|chr7:6058597-6059412:.	3.097	.	chr7:6058597-6059412:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6348332	6349203	PMS2|chr7:6348332-6349203:.	4.354	.	chr7:6348332-6349203:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6663773	6664698	PMS2|chr7:6663773-6664698:.	3.021	.	chr7:6663773-6664698:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5529672	5532270	PMS2|chr7:5529672-5532270:.	2.902	.	chr7:5529672-5532270:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5592622	5594535	PMS2|chr7:5592622-5594535:.	3.199	.	chr7:5592622-5594535:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6503380	6504688	PMS2|chr7:6503380-6504688:.	2.98	.	chr7:6503380-6504688:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6081033	6081797	PMS2|chr7:6081033-6081797:.	3.521	.	chr7:6081033-6081797:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5555056	5556791	PMS2|chr7:5555056-5556791:.	3.127	.	chr7:5555056-5556791:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6374225	6375026	PMS2|chr7:6374225-6375026:.	2.98	.	chr7:6374225-6375026:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5071872	5073109	PMS2|chr7:5071872-5073109:.	3.291	.	chr7:5071872-5073109:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5569296	5570610	PMS2|chr7:5569296-5570610:.	3.251	.	chr7:5569296-5570610:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6483307	6484464	PMS2|chr7:6483307-6484464:.	3.059	.	chr7:6483307-6484464:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	6104367	6105482	PMS2|chr7:6104367-6105482:.	3.032	.	chr7:6104367-6105482:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chr7	5562057	5563839	PMS2|chr7:5562057-5563839:.	3.264	.	chr7:5562057-5563839:.	NA	NA	NA	-	NA	NA	PMS2	ENSG00000122512.16	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	135098651	135099180	HPRT1|chrX:135098651-135099180:.	3.026	.	chrX:135098651-135099180:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	135031924	135033120	HPRT1|chrX:135031924-135033120:.	3.102	.	chrX:135031924-135033120:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	134373043	134373594	HPRT1|chrX:134373043-134373594:.	3.316	.	chrX:134373043-134373594:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	134796192	134797382	HPRT1|chrX:134796192-134797382:.	3.058	.	chrX:134796192-134797382:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	134914362	134915747	HPRT1|chrX:134914362-134915747:.	3.558	.	chrX:134914362-134915747:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	134549336	134550882	HPRT1|chrX:134549336-134550882:.	3.107	.	chrX:134549336-134550882:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
chrX	135342909	135344870	HPRT1|chrX:135342909-135344870:.	2.711	.	chrX:135342909-135344870:.	NA	NA	NA	+	NA	NA	HPRT1	ENSG00000165704.15	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
